,LOCATION,YEAR,Cooling_degree_days,Heating_degree_days,PDSI,PHDI,Palmer-Z-index,Crop Moisture Stress Index (CMSI)
629,CONNECTICUT,2009,444,6106,0.8025000000000001,1.4516666666666664,0.39,3.385
630,DELAWARE,2009,978,4616,1.2141666666666666,0.8058333333333335,1.2,3.385
631,FLORIDA,2009,3576,705,-0.8725000000000002,-0.6900000000000001,-0.1,3.385
632,GEORGIA,2009,1638,2981,0.7775,0.30333333333333345,1.04,3.385
633,IDAHO,2009,467,7305,0.13499999999999998,0.10250000000000004,0.28,3.385
634,ILLINOIS,2009,630,6386,4.7058333333333335,4.7058333333333335,1.88,3.385
635,INDIANA,2009,688,5822,2.053333333333333,2.643333333333333,1.07,3.385
636,IOWA,2009,557,7171,4.424166666666667,4.424166666666667,1.45,3.385
637,KANSAS,2009,1159,5102,3.981666666666667,3.981666666666667,1.33,3.385
638,KENTUCKY,2009,1023,4550,0.6974999999999999,1.0308333333333333,1.15,3.385
639,LOUISIANA,2009,2657,1685,-0.14750000000000016,-0.28583333333333344,0.4,3.385
640,MAINE,2009,161,8076,3.8975,3.8975,0.92,3.385
641,MARYLAND,2009,987,4734,0.9875,0.6508333333333333,0.9,3.385
642,MASSACHUSETTS,2009,373,6385,2.9916666666666667,2.9916666666666667,0.78,3.385
643,MICHIGAN,2009,368,7036,2.1766666666666667,2.625833333333333,0.69,3.385
644,MINNESOTA,2009,295,8926,0.6175,1.665,0.51,3.385
645,MISSISSIPPI,2009,2087,2476,1.9883333333333333,1.9883333333333333,0.97,3.385
646,MISSOURI,2009,982,5178,4.214999999999999,4.214999999999999,1.56,3.385
647,MONTANA,2009,156,8933,0.21333333333333335,0.315,0.06,3.385
648,NEBRASKA,2009,702,6692,5.160833333333334,5.160833333333334,1.85,3.385
649,NEVADA,2009,2180,3616,-2.7225,-2.960833333333333,-0.73,3.385
650,NEW HAMPSHIRE,2009,191,7764,4.039166666666667,4.039166666666667,0.92,3.385
651,NEW JERSEY,2009,678,5296,1.2549999999999997,1.0924999999999998,0.82,3.385
652,NEW MEXICO,2009,944,4491,-2.2925,-2.4975,-1.16,3.385
653,NEW YORK,2009,451,6238,1.89,2.3716666666666666,0.45,3.385
654,NORTH CAROLINA,2009,1378,3531,-0.19666666666666666,-1.3625,0.4,3.385
655,NORTH DAKOTA,2009,306,9972,4.406666666666667,4.406666666666667,1.68,3.385
656,OHIO,2009,587,5914,0.028333333333333318,-0.3241666666666668,0.09,3.385
657,OKLAHOMA,2009,1704,3675,0.6166666666666667,0.6908333333333333,0.51,3.385
658,OREGON,2009,267,5564,-1.7008333333333334,-1.7008333333333334,-0.39,3.385
659,PENNSYLVANIA,2009,527,5881,0.3641666666666667,0.6316666666666667,0.29,3.385
660,RHODE ISLAND,2009,434,5961,2.431666666666666,2.431666666666666,0.91,3.385
661,SOUTH CAROLINA,2009,1873,2769,0.06916666666666668,-0.8041666666666667,0.29,3.385
662,SOUTH DAKOTA,2009,460,8124,5.515833333333334,5.515833333333334,2.22,3.385
663,TENNESSEE,2009,1247,3904,0.6733333333333333,0.8308333333333332,1.11,3.385
664,TEXAS,2009,2833,1851,-2.2516666666666665,-3.454166666666667,-0.76,3.385
665,UTAH,2009,443,7311,-1.4741666666666664,-1.653333333333333,-0.58,3.385
666,VERMONT,2009,156,8189,3.230833333333333,3.230833333333333,0.64,3.385
667,VIRGINIA,2009,998,4433,0.7833333333333333,0.2591666666666666,1.0,3.385
668,WASHINGTON,2009,227,5969,-1.0649999999999995,-1.195833333333333,-0.35,3.385
669,WEST VIRGINIA,2009,631,5234,0.8741666666666666,0.7691666666666667,0.43,3.385
670,WISCONSIN,2009,321,7890,0.2616666666666667,-0.125,0.12,3.385
671,WYOMING,2009,149,8638,0.5708333333333334,0.7133333333333334,0.6,3.385
672,ALABAMA,2010,2293,3311,-0.8875000000000001,1.0583333333333338,-0.9,18.0
673,ARIZONA,2010,2910,2038,0.8650000000000001,0.5133333333333333,0.61,18.0
674,ARKANSAS,2010,2189,3696,-1.0691666666666666,1.2541666666666662,-1.22,18.0
675,CALIFORNIA,2010,703,3086,1.4733333333333332,0.7066666666666667,1.16,18.0
676,COLORADO,2010,350,7062,0.6916666666666668,0.6916666666666668,0.14,18.0
677,CONNECTICUT,2010,786,5525,-0.2850000000000001,-0.05083333333333323,-0.28,18.0
678,DELAWARE,2010,1490,4589,-0.5608333333333332,0.39833333333333343,-0.86,18.0
679,FLORIDA,2010,3364,1276,-1.024166666666667,-0.5158333333333336,-0.88,18.0
680,GEORGIA,2010,2058,3449,-0.9908333333333332,0.4458333333333333,-0.89,18.0
681,IDAHO,2010,334,6967,1.0333333333333334,0.8725,0.69,18.0
682,ILLINOIS,2010,1117,6098,3.7750000000000012,3.7750000000000012,0.23,18.0
683,INDIANA,2010,1172,5777,-0.7341666666666665,0.5258333333333333,-0.72,18.0
684,IOWA,2010,950,6961,5.265833333333333,5.265833333333333,1.53,18.0
685,KANSAS,2010,1668,5008,2.785833333333333,3.5066666666666664,0.45,18.0
686,KENTUCKY,2010,1553,4824,-1.169166666666667,0.4141666666666666,-0.73,18.0
687,LOUISIANA,2010,2921,2217,-2.1566666666666667,-1.2533333333333332,-1.53,18.0
688,MAINE,2010,305,6899,0.8741666666666669,1.6391666666666664,0.4,18.0
689,MARYLAND,2010,1456,4631,-0.5516666666666666,-0.05500000000000003,-0.73,18.0
690,MASSACHUSETTS,2010,686,5727,0.12500000000000008,1.1175,-0.03,18.0
691,MICHIGAN,2010,760,6404,-0.08500000000000006,0.285,-0.29,18.0
692,MINNESOTA,2010,542,8197,1.855,1.9233333333333336,1.34,18.0
693,MISSISSIPPI,2010,2503,2971,-1.405,-0.0408333333333332,-1.07,18.0
694,MISSOURI,2010,1515,5236,3.8975,3.8975,0.51,18.0
695,MONTANA,2010,126,8697,1.3883333333333334,1.2383333333333335,0.84,18.0
696,NEBRASKA,2010,1079,6473,6.0925,6.0925,1.54,18.0
697,NEVADA,2010,2017,3682,0.4233333333333333,-0.5975,0.7,18.0
698,NEW HAMPSHIRE,2010,393,6837,2.4341666666666666,2.4341666666666666,0.24,18.0
699,NEW JERSEY,2010,1145,5013,-0.6366666666666666,0.5766666666666667,-0.55,18.0
700,NEW MEXICO,2010,1036,4618,0.6633333333333332,1.02,0.39,18.0
701,NEW YORK,2010,808,5742,0.405,0.6641666666666667,0.17,18.0
702,NORTH CAROLINA,2010,1828,3887,-0.9566666666666668,-0.4099999999999999,-0.75,18.0
703,NORTH DAKOTA,2010,440,9146,6.04,6.04,2.45,18.0
704,OHIO,2010,997,5869,-0.6858333333333332,-0.7124999999999999,-0.59,18.0
705,OKLAHOMA,2010,2179,3772,0.10833333333333328,1.2708333333333337,-0.13,18.0
706,OREGON,2010,151,5397,1.1583333333333334,1.0175,0.95,18.0
707,PENNSYLVANIA,2010,898,5645,-0.4191666666666666,-0.3633333333333333,-0.32,18.0
708,RHODE ISLAND,2010,714,5435,2.855,2.855,0.35,18.0
709,SOUTH CAROLINA,2010,2298,3211,-1.3608333333333331,-0.7558333333333334,-1.12,18.0
710,SOUTH DAKOTA,2010,719,7758,7.381666666666668,7.381666666666668,2.37,18.0
711,TENNESSEE,2010,1779,4290,-0.6175,0.8825,-0.47,18.0
712,TEXAS,2010,2877,2151,1.2141666666666666,2.023333333333333,0.26,18.0
713,UTAH,2010,448,7222,0.7116666666666666,0.16166666666666665,0.87,18.0
714,VERMONT,2010,293,7378,1.9991666666666668,1.9991666666666668,0.5,18.0
715,VIRGINIA,2010,1477,4539,-0.5199999999999999,0.2241666666666664,-0.71,18.0
716,WASHINGTON,2010,121,5589,1.2383333333333333,1.1058333333333332,0.8,18.0
717,WEST VIRGINIA,2010,1010,5451,-0.7575,-0.6341666666666667,-0.61,18.0
718,WISCONSIN,2010,662,7127,1.4908333333333332,1.7166666666666666,0.86,18.0
719,WYOMING,2010,224,8282,0.8849999999999999,1.0775,0.49,18.0
720,ALABAMA,2011,2037,2660,-2.6525000000000003,-2.6525000000000003,-0.7,27.27
721,ARIZONA,2011,3091,2184,-2.4966666666666666,-2.4966666666666666,-1.1,27.27
722,ARKANSAS,2011,2048,3335,-2.273333333333333,-2.273333333333333,-0.09,27.27
723,CALIFORNIA,2011,774,3182,1.7091666666666672,2.6050000000000004,0.24,27.27
724,COLORADO,2011,424,7399,-0.14666666666666667,-0.22249999999999995,-0.14,27.27
725,CONNECTICUT,2011,712,5607,1.3008333333333333,1.5066666666666666,1.25,27.27
726,DELAWARE,2011,1350,4261,-2.155,-2.155,-0.31,27.27
727,FLORIDA,2011,3680,613,-4.128333333333333,-4.128333333333333,-1.39,27.27
728,GEORGIA,2011,1904,2750,-3.865,-3.865,-1.51,27.27
729,IDAHO,2011,427,7436,1.7200000000000004,2.9025,0.54,27.27
730,ILLINOIS,2011,985,6034,1.275,2.5141666666666667,0.79,27.27
731,INDIANA,2011,1028,5494,2.1733333333333342,1.8083333333333336,1.54,27.27
732,IOWA,2011,894,6826,1.5183333333333335,2.6366666666666667,-0.03,27.27
733,KANSAS,2011,1778,5025,-1.8375,-1.3166666666666669,-0.66,27.27
734,KENTUCKY,2011,1302,4257,2.4308333333333327,2.115833333333333,1.59,27.27
735,LOUISIANA,2011,2883,1693,-4.575833333333334,-4.575833333333334,-1.48,27.27
736,MAINE,2011,261,7471,2.375833333333333,2.9758333333333336,0.9,27.27
737,MARYLAND,2011,1329,4351,0.05750000000000007,-0.11916666666666652,0.49,27.27
738,MASSACHUSETTS,2011,579,5866,1.4641666666666666,1.74,1.36,27.27
739,MICHIGAN,2011,686,6736,1.3008333333333335,1.4075,0.69,27.27
740,MINNESOTA,2011,534,8476,1.6958333333333335,2.5508333333333333,-0.31,27.27
741,MISSISSIPPI,2011,2296,2410,-2.5191666666666666,-2.5191666666666666,-0.47,27.27
742,MISSOURI,2011,1439,4992,0.6016666666666666,1.5824999999999996,0.3,27.27
743,MONTANA,2011,207,8853,2.924166666666667,4.941666666666666,1.46,27.27
744,NEBRASKA,2011,1023,6505,3.0191666666666666,4.410833333333333,1.11,27.27
745,NEVADA,2011,1960,3851,1.575,2.9424999999999994,0.53,27.27
746,NEW HAMPSHIRE,2011,344,7192,2.165,2.873333333333333,1.36,27.27
747,NEW JERSEY,2011,1034,4881,1.8183333333333327,0.8374999999999999,1.36,27.27
748,NEW MEXICO,2011,1211,4676,-4.25,-4.25,-1.7,27.27
749,NEW YORK,2011,738,5765,3.2616666666666667,4.151666666666667,2.0,27.27
750,NORTH CAROLINA,2011,1649,3241,-2.464166666666667,-2.464166666666667,-0.74,27.27
751,NORTH DAKOTA,2011,477,9298,6.07,7.826666666666667,2.1,27.27
752,OHIO,2011,902,5566,2.974166666666666,2.974166666666666,2.18,27.27
753,OKLAHOMA,2011,2482,3590,-3.8516666666666666,-3.8516666666666666,-1.58,27.27
754,OREGON,2011,170,5853,1.3691666666666669,2.365833333333333,0.15,27.27
755,PENNSYLVANIA,2011,846,5475,3.4041666666666663,3.4041666666666663,2.05,27.27
756,RHODE ISLAND,2011,639,5479,1.2425,1.7991666666666666,1.0,27.27
757,SOUTH CAROLINA,2011,2154,2516,-4.050833333333333,-4.050833333333333,-1.54,27.27
758,SOUTH DAKOTA,2011,741,7913,5.049166666666667,7.315000000000001,1.74,27.27
759,TENNESSEE,2011,1520,3670,1.1958333333333333,1.0683333333333331,0.86,27.27
760,TEXAS,2011,3367,1832,-5.658333333333334,-5.658333333333334,-2.66,27.27
761,UTAH,2011,470,7555,3.585833333333333,4.260833333333333,1.37,27.27
762,VERMONT,2011,291,7576,3.470833333333333,4.365833333333334,1.73,27.27
763,VIRGINIA,2011,1280,4037,0.3658333333333333,-0.6591666666666666,0.32,27.27
764,WASHINGTON,2011,123,6215,1.6266666666666667,2.645,0.41,27.27
765,WEST VIRGINIA,2011,892,4845,1.3466666666666665,1.205833333333333,1.06,27.27
766,WISCONSIN,2011,586,7523,1.39,1.9666666666666663,-0.05,27.27
767,WYOMING,2011,313,8655,1.8716666666666668,2.9133333333333336,0.99,27.27
768,ALABAMA,2012,2037,2202,-1.1216666666666668,-1.925,-0.28,59.275
769,ARIZONA,2012,3182,1781,-3.5475,-3.5475,-1.36,59.275
770,ARKANSAS,2012,2155,2725,-2.493333333333333,-2.493333333333333,-1.34,59.275
771,CALIFORNIA,2012,1021,2741,-1.5983333333333334,-1.7458333333333336,-0.33,59.275
772,COLORADO,2012,499,6402,-4.626666666666666,-4.626666666666666,-2.72,59.275
773,CONNECTICUT,2012,701,5032,-1.893333333333333,-1.4225,-0.91,59.275
774,DELAWARE,2012,1332,3860,-1.6941666666666668,-2.7416666666666667,-0.96,59.275
775,FLORIDA,2012,3553,546,-1.5083333333333335,-3.2625,-0.37,59.275
776,GEORGIA,2012,1823,2321,-4.1866666666666665,-4.1866666666666665,-1.08,59.275
777,IDAHO,2012,570,6525,-0.3616666666666668,0.2916666666666667,-0.09,59.275
778,ILLINOIS,2012,1159,5139,-2.3525000000000005,-2.1025000000000005,-1.44,59.275
779,INDIANA,2012,1142,4832,-0.6741666666666667,-1.235,-1.21,59.275
780,IOWA,2012,1070,5730,-2.9058333333333337,-2.9058333333333337,-1.52,59.275
781,KANSAS,2012,1825,3945,-2.7616666666666667,-2.7616666666666667,-1.52,59.275
782,KENTUCKY,2012,1396,3786,-0.8108333333333334,-0.4275000000000001,-0.63,59.275
783,LOUISIANA,2012,2845,1286,-0.6849999999999997,-0.8966666666666664,0.29,59.275
784,MAINE,2012,289,7088,0.27,0.8116666666666665,0.28,59.275
785,MARYLAND,2012,1305,3953,-1.3933333333333335,-0.7799999999999999,-0.65,59.275
786,MASSACHUSETTS,2012,597,5300,-1.4908333333333337,-0.95,-0.62,59.275
787,MICHIGAN,2012,769,5781,-1.0466666666666666,-0.9716666666666668,-0.73,59.275
788,MINNESOTA,2012,638,7391,-3.2550000000000003,-3.2550000000000003,-1.11,59.275
789,MISSISSIPPI,2012,2297,1956,0.006666666666666636,-0.16166666666666682,0.26,59.275
790,MISSOURI,2012,1608,4072,-2.6375,-2.6375,-1.57,59.275
791,MONTANA,2012,296,7990,-2.2183333333333333,-1.0466666666666666,-1.01,59.275
792,NEBRASKA,2012,1306,5363,-3.4841666666666664,-2.54,-2.24,59.275
793,NEVADA,2012,2347,3220,-3.755,-3.56,-1.59,59.275
794,NEW HAMPSHIRE,2012,371,6590,-0.029166666666666688,0.2316666666666666,-0.18,59.275
795,NEW JERSEY,2012,1001,4445,-1.080833333333333,-1.095,-0.64,59.275
796,NEW MEXICO,2012,1143,4132,-4.733333333333333,-4.733333333333333,-1.91,59.275
797,NEW YORK,2012,724,5176,-0.9708333333333335,0.2533333333333334,-0.57,59.275
798,NORTH CAROLINA,2012,1506,2959,-1.018333333333333,-1.9933333333333332,-0.46,59.275
799,NORTH DAKOTA,2012,595,8187,-1.0424999999999998,0.3625,-0.93,59.275
800,OHIO,2012,960,4990,-0.2141666666666667,0.8416666666666667,-0.41,59.275
801,OKLAHOMA,2012,2343,2865,-3.0258333333333334,-3.0258333333333334,-1.28,59.275
802,OREGON,2012,208,5423,1.3175,1.0366666666666668,0.81,59.275
803,PENNSYLVANIA,2012,824,5027,-0.1358333333333334,1.9633333333333336,-0.14,59.275
804,RHODE ISLAND,2012,620,5007,-0.3399999999999999,-0.6816666666666666,-0.53,59.275
805,SOUTH CAROLINA,2012,1980,2189,-1.6925000000000006,-3.5625,-0.51,59.275
806,SOUTH DAKOTA,2012,995,6588,-2.8325,-0.8399999999999999,-1.62,59.275
807,TENNESSEE,2012,1554,3187,-1.0208333333333337,-1.1999999999999995,-0.76,59.275
808,TEXAS,2012,3096,1416,-4.067500000000001,-4.067500000000001,-0.96,59.275
809,UTAH,2012,626,6429,-3.3058333333333327,-2.5325,-1.68,59.275
810,VERMONT,2012,297,6965,-1.5066666666666666,0.4575000000000001,-0.45,59.275
811,VIRGINIA,2012,1225,3757,-1.1141666666666663,-0.8583333333333334,-0.64,59.275
812,WASHINGTON,2012,165,5798,1.93,1.6658333333333335,1.22,59.275
813,WEST VIRGINIA,2012,905,4530,-0.29583333333333345,0.5133333333333333,-0.22,59.275
814,WISCONSIN,2012,745,6456,-1.6366666666666665,-1.8583333333333327,-0.88,59.275
815,WYOMING,2012,444,7427,-3.966666666666667,-3.7325,-2.49,59.275
816,ALABAMA,2013,1719,2818,2.0841666666666665,2.0841666666666665,1.07,24.185
817,ARIZONA,2013,3032,2097,-2.658333333333333,-2.658333333333333,-0.39,24.185
818,ARKANSAS,2013,1639,3713,0.6616666666666666,-0.5616666666666669,0.48,24.185
819,CALIFORNIA,2013,965,2707,-2.835833333333333,-2.835833333333333,-1.86,24.185
820,COLORADO,2013,364,7483,-3.620833333333332,-5.131666666666667,-0.72,24.185
821,CONNECTICUT,2013,644,5933,-0.9441666666666664,-0.6791666666666666,-0.37,24.185
822,DELAWARE,2013,1090,4588,1.155,0.7824999999999999,0.78,24.185
823,FLORIDA,2013,3611,545,0.6816666666666666,0.20000000000000004,0.22,24.185
824,GEORGIA,2013,1491,2923,2.458333333333333,1.555,1.54,24.185
825,IDAHO,2013,646,7216,-1.8941666666666668,-1.8941666666666668,-1.3,24.185
826,ILLINOIS,2013,809,6601,0.425,0.5816666666666667,0.54,24.185
827,INDIANA,2013,833,5961,0.59,0.3175,0.67,24.185
828,IOWA,2013,798,7408,-1.2058333333333335,-0.9741666666666668,0.0,24.185
829,KANSAS,2013,1374,5354,-2.2383333333333333,-2.2383333333333333,0.04,24.185
830,KENTUCKY,2013,1081,4698,2.0175,2.0175,1.24,24.185
831,LOUISIANA,2013,2519,1819,0.06999999999999999,0.8424999999999998,0.25,24.185
832,MAINE,2013,260,7759,1.0875,0.9516666666666668,0.48,24.185
833,MARYLAND,2013,1039,4716,0.5691666666666667,0.7566666666666667,0.46,24.185
834,MASSACHUSETTS,2013,588,6176,-0.3258333333333333,0.08750000000000002,0.02,24.185
835,MICHIGAN,2013,537,7018,2.1933333333333334,2.1933333333333334,1.19,24.185
836,MINNESOTA,2013,453,9376,0.12416666666666665,-0.5299999999999999,0.42,24.185
837,MISSISSIPPI,2013,2001,2603,2.256666666666667,2.256666666666667,0.63,24.185
838,MISSOURI,2013,1145,5452,1.0116666666666667,0.5158333333333333,0.76,24.185
839,MONTANA,2013,257,8554,0.2658333333333335,-0.3408333333333335,0.23,24.185
840,NEBRASKA,2013,1005,6720,-3.4708333333333337,-3.4708333333333337,-0.19,24.185
841,NEVADA,2013,2174,3659,-4.254166666666666,-4.254166666666666,-1.37,24.185
842,NEW HAMPSHIRE,2013,348,7473,0.8208333333333333,0.7158333333333333,0.2,24.185
843,NEW JERSEY,2013,845,5254,0.14750000000000005,0.1708333333333334,0.15,24.185
844,NEW MEXICO,2013,1025,4814,-4.090833333333333,-4.090833333333333,-0.53,24.185
845,NEW YORK,2013,617,6104,1.015,0.7341666666666667,0.57,24.185
846,NORTH CAROLINA,2013,1271,3537,1.6266666666666667,1.32,1.0,24.185
847,NORTH DAKOTA,2013,467,10073,3.2275,2.5166666666666666,2.06,24.185
848,OHIO,2013,715,5908,1.1541666666666668,1.5175,0.79,24.185
849,OKLAHOMA,2013,1800,3995,-0.67,-1.1233333333333333,0.41,24.185
850,OREGON,2013,257,5419,-1.3558333333333337,-1.08,-0.9,24.185
851,PENNSYLVANIA,2013,666,5848,0.4283333333333334,0.7216666666666667,0.11,24.185
852,RHODE ISLAND,2013,633,5827,-0.7058333333333332,-0.2583333333333333,-0.32,24.185
853,SOUTH CAROLINA,2013,1685,2709,0.9833333333333332,1.3158333333333332,1.08,24.185
854,SOUTH DAKOTA,2013,689,8305,1.195,0.4858333333333334,1.6,24.185
855,TENNESSEE,2013,1217,4038,2.6075000000000004,2.6075000000000004,1.35,24.185
856,TEXAS,2013,2746,2017,-3.9725,-3.9725,-0.78,24.185
857,UTAH,2013,591,7530,-3.375,-3.375,-0.69,24.185
858,VERMONT,2013,270,7937,0.9908333333333332,0.8508333333333334,0.47,24.185
859,VIRGINIA,2013,998,4430,1.755,1.755,1.17,24.185
860,WASHINGTON,2013,224,5761,-0.0675,0.545,-0.34,24.185
861,WEST VIRGINIA,2013,711,5279,0.7033333333333335,0.9225,0.57,24.185
862,WISCONSIN,2013,464,8188,1.7525000000000002,1.205833333333333,0.86,24.185
863,WYOMING,2013,346,8522,-3.5058333333333334,-5.2125,-0.86,24.185
864,ALABAMA,2014,1829,3128,0.7074999999999999,1.5983333333333336,0.09,5.62
865,ARIZONA,2014,3078,1607,-3.2883333333333327,-3.2883333333333327,-1.21,5.62
866,ARKANSAS,2014,1525,3942,0.5658333333333334,0.9124999999999998,0.28,5.62
867,CALIFORNIA,2014,1176,2092,-5.756666666666668,-5.756666666666668,-1.69,5.62
868,COLORADO,2014,261,7155,0.685,-0.5016666666666666,0.26,5.62
869,CONNECTICUT,2014,528,6208,-1.143333333333333,-1.143333333333333,-0.26,5.62
870,DELAWARE,2014,1016,4919,0.5141666666666667,1.2700000000000002,0.01,5.62
871,FLORIDA,2014,3451,719,0.7558333333333334,1.0508333333333333,0.55,5.62
872,GEORGIA,2014,1644,3166,0.8816666666666667,1.8425,0.08,5.62
873,IDAHO,2014,530,6521,-2.1125000000000003,-2.1125000000000003,-0.21,5.62
874,ILLINOIS,2014,729,7151,1.0941666666666665,1.0941666666666665,0.97,5.62
875,INDIANA,2014,748,6564,1.8166666666666664,1.8166666666666664,0.94,5.62
876,IOWA,2014,656,7745,1.1816666666666669,0.7741666666666668,1.03,5.62
877,KANSAS,2014,1343,5304,-0.425,-1.3575,-0.36,5.62
878,KENTUCKY,2014,1110,5014,2.225,2.225,0.32,5.62
879,LOUISIANA,2014,2420,2098,0.3341666666666667,0.6075,0.26,5.62
880,MAINE,2014,232,7972,2.1291666666666664,2.1291666666666664,0.81,5.62
881,MARYLAND,2014,969,5087,0.635,1.5716666666666663,0.22,5.62
882,MASSACHUSETTS,2014,443,6402,0.4791666666666667,0.4875,0.53,5.62
883,MICHIGAN,2014,442,7676,2.4691666666666667,2.8008333333333333,1.22,5.62
884,MINNESOTA,2014,395,9630,0.46,1.7925000000000002,0.6,5.62
885,MISSISSIPPI,2014,1996,2879,1.0333333333333332,1.6200000000000003,0.44,5.62
886,MISSOURI,2014,1107,5695,0.4425000000000001,0.5483333333333333,0.3,5.62
887,MONTANA,2014,191,8604,1.2791666666666666,1.925,0.77,5.62
888,NEBRASKA,2014,830,6698,0.4900000000000001,0.4900000000000001,0.55,5.62
889,NEVADA,2014,2253,2934,-4.4125,-4.4125,-1.35,5.62
890,NEW HAMPSHIRE,2014,247,7798,1.5358333333333334,1.5358333333333334,0.65,5.62
891,NEW JERSEY,2014,753,5624,0.4216666666666667,0.5983333333333333,0.35,5.62
892,NEW MEXICO,2014,979,4313,-1.57,-3.1366666666666667,-0.99,5.62
893,NEW YORK,2014,540,6404,1.3316666666666668,2.1008333333333336,0.53,5.62
894,NORTH CAROLINA,2014,1384,3717,0.7116666666666666,1.4391666666666667,0.19,5.62
895,NORTH DAKOTA,2014,359,9837,3.5341666666666667,5.430833333333335,1.4,5.62
896,OHIO,2014,643,6457,2.2391666666666663,2.2391666666666663,0.4,5.62
897,OKLAHOMA,2014,1815,3944,-0.3816666666666666,0.003333333333333318,-0.25,5.62
898,OREGON,2014,358,4736,-1.416666666666667,-1.416666666666667,-0.1,5.62
899,PENNSYLVANIA,2014,573,6308,0.7358333333333337,1.2475,0.25,5.62
900,RHODE ISLAND,2014,492,6021,-0.0425,-0.26166666666666666,0.09,5.62
901,SOUTH CAROLINA,2014,1867,2940,0.08166666666666669,0.9058333333333336,-0.03,5.62
902,SOUTH DAKOTA,2014,513,8197,5.052499999999998,5.052499999999998,1.54,5.62
903,TENNESSEE,2014,1273,4282,2.23,2.23,0.56,5.62
904,TEXAS,2014,2683,2093,-2.498333333333333,-2.9125,-0.8,5.62
905,UTAH,2014,491,6558,-2.710833333333333,-2.710833333333333,-0.83,5.62
906,VERMONT,2014,185,8312,0.9575,1.765,0.45,5.62
907,VIRGINIA,2014,994,4705,0.9291666666666668,1.7141666666666664,0.15,5.62
908,WASHINGTON,2014,271,5266,0.16833333333333333,0.8116666666666666,0.44,5.62
909,WEST VIRGINIA,2014,676,5614,0.21,0.9358333333333334,-0.01,5.62
910,WISCONSIN,2014,405,8681,2.4400000000000004,2.4400000000000004,1.12,5.62
911,WYOMING,2014,206,8248,1.965833333333333,1.9350000000000005,0.93,5.62
912,ALABAMA,2015,2088,2421,-0.5533333333333333,-0.4541666666666668,0.17,5.49
913,ARIZONA,2015,3096,1808,-0.5975,-1.5258333333333332,-0.16,5.49
914,ARKANSAS,2015,1877,3297,1.4241666666666666,1.5308333333333335,1.13,5.49
915,CALIFORNIA,2015,1158,2342,-4.7975,-4.7975,-1.39,5.49
916,COLORADO,2015,338,6668,1.4025,1.58,0.72,5.49
917,CONNECTICUT,2015,712,5944,-2.2833333333333337,-2.2833333333333337,-1.25,5.49
918,DELAWARE,2015,1292,4489,-0.17583333333333334,0.07249999999999991,0.0,5.49
919,FLORIDA,2015,4157,483,-1.1533333333333329,-1.1533333333333329,-0.81,5.49
920,GEORGIA,2015,1872,2550,0.04249999999999998,-0.2041666666666666,0.11,5.49
921,IDAHO,2015,596,6134,-2.365,-2.365,-0.85,5.49
922,ILLINOIS,2015,846,5993,2.731666666666667,2.731666666666667,1.25,5.49
923,INDIANA,2015,876,5605,2.6766666666666663,2.6766666666666663,0.86,5.49
924,IOWA,2015,763,6446,3.1558333333333337,3.1558333333333337,1.62,5.49
925,KANSAS,2015,1515,4488,0.9675,0.82,0.65,5.49
926,KENTUCKY,2015,1247,4298,2.6358333333333333,2.6358333333333333,1.21,5.49
927,LOUISIANA,2015,2978,1527,0.28250000000000003,0.3499999999999999,0.35,5.49
928,MAINE,2015,252,8037,0.2533333333333333,0.9541666666666666,0.0,5.49
929,MARYLAND,2015,1237,4615,-0.12999999999999998,0.4783333333333333,0.2,5.49
930,MASSACHUSETTS,2015,589,6273,-0.9508333333333332,-0.7408333333333333,-0.63,5.49
931,MICHIGAN,2015,561,6720,-0.64,1.1608333333333332,-0.28,5.49
932,MINNESOTA,2015,466,7893,0.2591666666666666,-0.29999999999999993,0.33,5.49
933,MISSISSIPPI,2015,2382,2166,0.09833333333333333,0.4966666666666666,0.07,5.49
934,MISSOURI,2015,1274,4722,2.435,2.435,1.58,5.49
935,MONTANA,2015,233,7692,-1.2483333333333333,-0.9291666666666666,-0.78,5.49
936,NEBRASKA,2015,962,5785,2.61,2.61,1.23,5.49
937,NEVADA,2015,2277,3098,-3.754166666666667,-4.845833333333333,-1.27,5.49
938,NEW HAMPSHIRE,2015,330,7603,0.006666666666666675,-0.14833333333333334,-0.2,5.49
939,NEW JERSEY,2015,1009,5180,-0.39083333333333337,-0.2758333333333334,-0.39,5.49
940,NEW MEXICO,2015,1053,4352,1.375,0.775,0.87,5.49
941,NEW YORK,2015,726,6084,-0.4466666666666666,0.29916666666666664,-0.22,5.49
942,NORTH CAROLINA,2015,1633,3154,0.3366666666666666,0.455,0.5,5.49
943,NORTH DAKOTA,2015,500,8370,-0.075,2.395,0.03,5.49
944,OHIO,2015,791,5681,0.9224999999999998,1.7575,0.51,5.49
945,OKLAHOMA,2015,1962,3409,2.5825,2.5825,2.02,5.49
946,OREGON,2015,371,4490,-2.9483333333333333,-2.9483333333333333,-1.13,5.49
947,PENNSYLVANIA,2015,781,5720,-0.2983333333333333,0.1708333333333333,-0.05,5.49
948,RHODE ISLAND,2015,640,5881,-1.0916666666666666,-1.0916666666666666,-0.72,5.49
949,SOUTH CAROLINA,2015,2143,2365,0.3033333333333334,0.3033333333333334,0.68,5.49
950,SOUTH DAKOTA,2015,686,7020,3.478333333333334,3.478333333333334,0.92,5.49
