"Min Year","Max Year","Data Item"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2009","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2009","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2009","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, EPIPREMNUM, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, GT 13 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, GT 13 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, LT 6 INCHES - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, RETAIL, POTS, LT 6 INCHES - SALES, MEASURED IN POTS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, POTS - SALES, MEASURED IN POTS"
