LOCATION,YEAR,MONTH,Max_Temperature,Anomaly
NEW MEXICO,2008,05,77.0,-1.5
NEW MEXICO,2008,06,89.5,0.8
NEW MEXICO,2008,07,85.0,-3.9
NEW MEXICO,2008,08,84.5,-1.7
NEW MEXICO,2008,09,78.2,-2.4
NEW MEXICO,2008,10,71.0,0.5
NEW MEXICO,2008,11,60.5,1.7
NEW MEXICO,2008,12,50.6,1.1
NEW MEXICO,2009,01,53.5,3.5
NEW MEXICO,2009,02,58.4,4.3
NEW MEXICO,2009,03,63.2,0.8
NEW MEXICO,2009,04,68.1,-1.9
NEW MEXICO,2009,05,79.4,0.9
NEW MEXICO,2009,06,84.1,-4.6
NEW MEXICO,2009,07,89.8,0.9
NEW MEXICO,2009,08,87.8,1.6
NEW MEXICO,2009,09,78.4,-2.2
NEW MEXICO,2009,10,67.3,-3.2
NEW MEXICO,2009,11,61.5,2.7
NEW MEXICO,2009,12,44.2,-5.3
NEW MEXICO,2010,01,47.3,-2.7
NEW MEXICO,2010,02,47.0,-7.1
NEW MEXICO,2010,03,58.2,-4.2
NEW MEXICO,2010,04,68.2,-1.8
NEW MEXICO,2010,05,76.7,-1.8
NEW MEXICO,2010,06,89.5,0.8
NEW MEXICO,2010,07,86.6,-2.3
NEW MEXICO,2010,08,86.6,0.4
NEW MEXICO,2010,09,83.9,3.3
NEW MEXICO,2010,10,72.0,1.5
NEW MEXICO,2010,11,58.2,-0.6
NEW MEXICO,2010,12,54.8,5.3
NEW MEXICO,2011,01,49.8,-0.2
NEW MEXICO,2011,02,51.1,-3.0
NEW MEXICO,2011,03,66.7,4.3
NEW MEXICO,2011,04,72.6,2.6
NEW MEXICO,2011,05,76.7,-1.8
NEW MEXICO,2011,06,91.4,2.7
NEW MEXICO,2011,07,91.6,2.7
NEW MEXICO,2011,08,90.6,4.4
NEW MEXICO,2011,09,81.0,0.4
NEW MEXICO,2011,10,71.3,0.8
NEW MEXICO,2011,11,57.9,-0.9
NEW MEXICO,2011,12,42.8,-6.7
NEW MEXICO,2012,01,53.3,3.3
NEW MEXICO,2012,02,52.1,-2.0
NEW MEXICO,2012,03,65.1,2.7
NEW MEXICO,2012,04,73.7,3.7
NEW MEXICO,2012,05,80.1,1.6
NEW MEXICO,2012,06,91.8,3.1
NEW MEXICO,2012,07,88.4,-0.5
NEW MEXICO,2012,08,88.6,2.4
NEW MEXICO,2012,09,81.3,0.7
NEW MEXICO,2012,10,73.1,2.6
NEW MEXICO,2012,11,63.6,4.8
NEW MEXICO,2012,12,50.6,1.1
NEW MEXICO,2013,01,46.3,-3.7
NEW MEXICO,2013,02,51.0,-3.1
NEW MEXICO,2013,03,63.4,1.0
NEW MEXICO,2013,04,69.5,-0.5
NEW MEXICO,2013,05,78.4,-0.1
NEW MEXICO,2013,06,91.4,2.7
NEW MEXICO,2013,07,86.1,-2.8
NEW MEXICO,2013,08,86.1,-0.1
NEW MEXICO,2013,09,79.0,-1.6
NEW MEXICO,2013,10,68.7,-1.8
NEW MEXICO,2013,11,56.2,-2.6
NEW MEXICO,2013,12,48.0,-1.5
NEW MEXICO,2014,01,52.8,2.8
NEW MEXICO,2014,02,56.9,2.8
NEW MEXICO,2014,03,62.3,-0.1
NEW MEXICO,2014,04,68.7,-1.3
NEW MEXICO,2014,05,76.6,-1.9
NEW MEXICO,2014,06,89.2,0.5
NEW MEXICO,2014,07,88.0,-0.9
NEW MEXICO,2014,08,83.8,-2.4
NEW MEXICO,2014,09,78.8,-1.8
NEW MEXICO,2014,10,72.7,2.2
NEW MEXICO,2014,11,57.5,-1.3
NEW MEXICO,2014,12,50.5,1.0
NEW MEXICO,2015,01,47.8,-2.2
NEW MEXICO,2015,02,56.3,2.2
NEW MEXICO,2015,03,62.7,0.3
NEW MEXICO,2015,04,68.3,-1.7
NEW MEXICO,2015,05,72.7,-5.8
NEW MEXICO,2015,06,86.9,-1.8
NEW MEXICO,2015,07,86.6,-2.3
NEW MEXICO,2015,08,88.1,1.9
NEW MEXICO,2015,09,83.6,3.0
NEW MEXICO,2015,10,70.5,0.0
NEW MEXICO,2015,11,57.7,-1.1
NEW MEXICO,2015,12,49.5,0.0
NEW MEXICO,2016,01,47.5,-2.5
NEW MEXICO,2016,02,58.7,4.6
NEW MEXICO,2016,03,65.2,2.8
NEW MEXICO,2016,04,67.9,-2.1
NEW MEXICO,2016,05,75.0,-3.5
NEW MEXICO,2016,06,89.3,0.6
NEW MEXICO,2016,07,92.9,4.0
NEW MEXICO,2016,08,83.4,-2.8
NEW MEXICO,2016,09,79.9,-0.7
NEW MEXICO,2016,10,76.0,5.5
NEW MEXICO,2016,11,60.0,1.2
NEW MEXICO,2016,12,51.2,1.7
NEW MEXICO,2017,01,49.0,-1.0
NEW MEXICO,2017,02,58.9,4.8
NEW MEXICO,2017,03,68.5,6.1
NEW MEXICO,2017,04,69.8,-0.2
NEW MEXICO,2017,05,76.5,-2.0
NEW MEXICO,2017,06,89.9,1.2
NEW MEXICO,2017,07,89.1,0.2
NEW MEXICO,2017,08,84.2,-2.0
NEW MEXICO,2017,09,80.9,0.3
NEW MEXICO,2017,10,72.3,1.8
NEW MEXICO,2017,11,66.2,7.4
NEW MEXICO,2017,12,54.6,5.1
NEW MEXICO,2018,01,53.7,3.7
NEW MEXICO,2018,02,56.5,2.4
NEW MEXICO,2018,03,63.1,0.7
NEW MEXICO,2018,04,72.4,2.4
NEW MEXICO,2018,05,83.1,4.6
NEW MEXICO,2018,06,91.2,2.5
NEW MEXICO,2018,07,89.4,0.5
NEW MEXICO,2018,08,87.4,1.2
NEW MEXICO,2018,09,81.7,1.1
NEW MEXICO,2018,10,65.7,-4.8
NEW MEXICO,2018,11,55.8,-3.0
NEW MEXICO,2018,12,48.2,-1.3
NEW MEXICO,2019,01,48.4,-1.6
NEW YORK,1996,01,28.7,-1.2
NEW YORK,1996,02,30.5,-2.3
NEW YORK,1996,03,38.2,-3.5
NEW YORK,1996,04,51.7,-3.7
NEW YORK,1996,05,63.6,-4.2
NEW YORK,1996,06,75.3,0.1
NEW YORK,1996,07,76.5,-3.1
NEW YORK,1996,08,78.1,-0.2
NEW YORK,1996,09,69.2,-2.7
NEW YORK,1996,10,58.5,-0.2
NEW YORK,1996,11,39.9,-7.0
NEW YORK,1996,12,37.8,2.6
NEW YORK,1997,01,29.3,-0.6
NEW YORK,1997,02,37.1,4.3
NEW YORK,1997,03,39.5,-2.2
NEW YORK,1997,04,52.1,-3.3
NEW YORK,1997,05,60.5,-7.3
NEW YORK,1997,06,76.7,1.5
NEW YORK,1997,07,78.4,-1.2
NEW YORK,1997,08,75.7,-2.6
NEW YORK,1997,09,68.1,-3.8
NEW YORK,1997,10,57.9,-0.8
NEW YORK,1997,11,41.7,-5.2
NEW YORK,1997,12,34.7,-0.5
NEW YORK,1998,01,35.0,5.1
NEW YORK,1998,02,38.8,6.0
NEW YORK,1998,03,43.8,2.1
NEW YORK,1998,04,57.7,2.3
NEW YORK,1998,05,72.0,4.2
NEW YORK,1998,06,73.3,-1.9
NEW YORK,1998,07,78.2,-1.4
NEW YORK,1998,08,78.8,0.5
NEW YORK,1998,09,72.2,0.3
NEW YORK,1998,10,58.8,0.1
NEW YORK,1998,11,45.8,-1.1
NEW YORK,1998,12,42.0,6.8
NEW YORK,1999,01,30.1,0.2
NEW YORK,1999,02,36.9,4.1
NEW YORK,1999,03,39.5,-2.2
NEW YORK,1999,04,55.6,0.2
NEW YORK,1999,05,70.1,2.3
NEW YORK,1999,06,79.0,3.8
NEW YORK,1999,07,82.7,3.1
NEW YORK,1999,08,76.8,-1.5
NEW YORK,1999,09,73.0,1.1
NEW YORK,1999,10,57.6,-1.1
NEW YORK,1999,11,51.1,4.2
NEW YORK,1999,12,36.6,1.4
NEW YORK,2000,01,28.9,-1.0
NEW YORK,2000,02,35.4,2.6
NEW YORK,2000,03,48.4,6.7
NEW YORK,2000,04,52.2,-3.2
NEW YORK,2000,05,67.1,-0.7
NEW YORK,2000,06,73.7,-1.5
NEW YORK,2000,07,75.0,-4.6
NEW YORK,2000,08,75.2,-3.1
NEW YORK,2000,09,68.9,-3.0
NEW YORK,2000,10,59.2,0.5
NEW YORK,2000,11,43.7,-3.2
NEW YORK,2000,12,27.9,-7.3
NEW YORK,2001,01,30.3,0.4
NEW YORK,2001,02,33.7,0.9
NEW YORK,2001,03,36.2,-5.5
NEW YORK,2001,04,56.1,0.7
NEW YORK,2001,05,69.0,1.2
NEW YORK,2001,06,75.9,0.7
NEW YORK,2001,07,77.2,-2.4
NEW YORK,2001,08,81.8,3.5
NEW YORK,2001,09,70.7,-1.2
NEW YORK,2001,10,61.0,2.3
NEW YORK,2001,11,52.6,5.7
NEW YORK,2001,12,41.0,5.8
NEW YORK,2002,01,36.6,6.7
NEW YORK,2002,02,39.5,6.7
NEW YORK,2002,03,42.9,1.2
NEW YORK,2002,04,56.4,1.0
NEW YORK,2002,05,62.3,-5.5
NEW YORK,2002,06,75.4,0.2
NEW YORK,2002,07,81.4,1.8
NEW YORK,2002,08,81.0,2.7
NEW YORK,2002,09,74.9,3.0
NEW YORK,2002,10,54.9,-3.8
NEW YORK,2002,11,43.0,-3.9
NEW YORK,2002,12,32.6,-2.6
NEW YORK,2003,01,23.1,-6.8
NEW YORK,2003,02,27.7,-5.1
NEW YORK,2003,03,43.3,1.6
NEW YORK,2003,04,52.0,-3.4
NEW YORK,2003,05,64.3,-3.5
NEW YORK,2003,06,72.8,-2.4
NEW YORK,2003,07,78.6,-1.0
NEW YORK,2003,08,79.1,0.8
NEW YORK,2003,09,70.6,-1.3
NEW YORK,2003,10,56.1,-2.6
NEW YORK,2003,11,49.1,2.2
NEW YORK,2003,12,35.6,0.4
NEW YORK,2004,01,21.1,-8.8
NEW YORK,2004,02,32.2,-0.6
NEW YORK,2004,03,44.0,2.3
NEW YORK,2004,04,54.4,-1.0
NEW YORK,2004,05,69.9,2.1
NEW YORK,2004,06,73.2,-2.0
NEW YORK,2004,07,76.7,-2.9
NEW YORK,2004,08,75.3,-3.0
NEW YORK,2004,09,72.2,0.3
NEW YORK,2004,10,57.9,-0.8
NEW YORK,2004,11,47.4,0.5
NEW YORK,2004,12,34.5,-0.7
NEW YORK,2005,01,27.5,-2.4
NEW YORK,2005,02,34.4,1.6
NEW YORK,2005,03,37.4,-4.3
NEW YORK,2005,04,58.6,3.2
NEW YORK,2005,05,62.4,-5.4
NEW YORK,2005,06,80.4,5.2
NEW YORK,2005,07,81.9,2.3
NEW YORK,2005,08,81.0,2.7
NEW YORK,2005,09,74.6,2.7
NEW YORK,2005,10,57.6,-1.1
NEW YORK,2005,11,50.3,3.4
NEW YORK,2005,12,30.8,-4.4
NEW YORK,2006,01,38.7,8.8
NEW YORK,2006,02,33.3,0.5
NEW YORK,2006,03,41.1,-0.6
NEW YORK,2006,04,57.8,2.4
NEW YORK,2006,05,66.7,-1.1
NEW YORK,2006,06,74.1,-1.1
NEW YORK,2006,07,81.2,1.6
NEW YORK,2006,08,77.3,-1.0
NEW YORK,2006,09,67.2,-4.7
NEW YORK,2006,10,55.8,-2.9
NEW YORK,2006,11,50.3,3.4
NEW YORK,2006,12,41.9,6.7
NEW YORK,2007,01,33.4,3.5
NEW YORK,2007,02,24.8,-8.0
NEW YORK,2007,03,41.0,-0.7
NEW YORK,2007,04,50.5,-4.9
NEW YORK,2007,05,69.8,2.0
NEW YORK,2007,06,78.2,3.0
NEW YORK,2007,07,77.5,-2.1
NEW YORK,2007,08,79.0,0.7
NEW YORK,2007,09,74.0,2.1
NEW YORK,2007,10,65.0,6.3
NEW YORK,2007,11,44.0,-2.9
NEW YORK,2007,12,32.9,-2.3
NEW YORK,2008,01,34.0,4.1
NEW YORK,2008,02,32.2,-0.6
NEW YORK,2008,03,39.0,-2.7
NEW YORK,2008,04,61.3,5.9
NEW YORK,2008,05,63.8,-4.0
NEW YORK,2008,06,77.1,1.9
NEW YORK,2008,07,79.5,-0.1
NEW YORK,2008,08,75.4,-2.9
NEW YORK,2008,09,71.4,-0.5
NEW YORK,2008,10,57.1,-1.6
NEW YORK,2008,11,43.8,-3.1
NEW YORK,2008,12,35.1,-0.1
NEW YORK,2009,01,24.2,-5.7
NEW YORK,2009,02,34.4,1.6
NEW YORK,2009,03,43.8,2.1
NEW YORK,2009,04,57.5,2.1
NEW YORK,2009,05,66.8,-1.0
NEW YORK,2009,06,72.2,-3.0
NEW YORK,2009,07,74.9,-4.7
NEW YORK,2009,08,77.9,-0.4
NEW YORK,2009,09,69.3,-2.6
NEW YORK,2009,10,54.3,-4.4
NEW YORK,2009,11,50.9,4.0
NEW YORK,2009,12,32.4,-2.8
NEW YORK,2010,01,29.2,-0.7
NEW YORK,2010,02,30.4,-2.4
NEW YORK,2010,03,47.8,6.1
NEW YORK,2010,04,62.0,6.6
NEW YORK,2010,05,71.1,3.3
NEW YORK,2010,06,75.4,0.2
NEW YORK,2010,07,82.4,2.8
NEW YORK,2010,08,78.4,0.1
NEW YORK,2010,09,70.9,-1.0
NEW YORK,2010,10,57.9,-0.8
NEW YORK,2010,11,46.7,-0.2
NEW YORK,2010,12,29.4,-5.8
NEW YORK,2011,01,26.6,-3.3
NEW YORK,2011,02,32.3,-0.5
NEW YORK,2011,03,40.2,-1.5
NEW YORK,2011,04,54.8,-0.6
NEW YORK,2011,05,67.9,0.1
NEW YORK,2011,06,75.5,0.3
NEW YORK,2011,07,83.1,3.5
NEW YORK,2011,08,77.8,-0.5
NEW YORK,2011,09,71.7,-0.2
NEW YORK,2011,10,58.6,-0.1
NEW YORK,2011,11,52.8,5.9
NEW YORK,2011,12,39.7,4.5
NEW YORK,2012,01,34.6,4.7
NEW YORK,2012,02,37.9,5.1
NEW YORK,2012,03,54.6,12.9
NEW YORK,2012,04,55.1,-0.3
NEW YORK,2012,05,72.0,4.2
NEW YORK,2012,06,75.5,0.3
NEW YORK,2012,07,83.2,3.6
NEW YORK,2012,08,79.9,1.6
NEW YORK,2012,09,70.9,-1.0
NEW YORK,2012,10,59.6,0.9
NEW YORK,2012,11,43.9,-3.0
NEW YORK,2012,12,38.3,3.1
NEW YORK,2013,01,33.0,3.1
NEW YORK,2013,02,31.1,-1.7
NEW YORK,2013,03,38.5,-3.2
NEW YORK,2013,04,54.4,-1.0
NEW YORK,2013,05,69.6,1.8
NEW YORK,2013,06,74.1,-1.1
NEW YORK,2013,07,80.9,1.3
NEW YORK,2013,08,76.4,-1.9
NEW YORK,2013,09,69.6,-2.3
NEW YORK,2013,10,61.0,2.3
NEW YORK,2013,11,43.0,-3.9
NEW YORK,2013,12,33.3,-1.9
NEW YORK,2014,01,26.4,-3.5
NEW YORK,2014,02,28.0,-4.8
NEW YORK,2014,03,34.4,-7.3
NEW YORK,2014,04,55.4,0.0
NEW YORK,2014,05,67.8,0.0
NEW YORK,2014,06,76.2,1.0
NEW YORK,2014,07,77.7,-1.9
NEW YORK,2014,08,75.7,-2.6
NEW YORK,2014,09,71.2,-0.7
NEW YORK,2014,10,60.1,1.4
NEW YORK,2014,11,42.8,-4.1
NEW YORK,2014,12,36.1,0.9
NEW YORK,2015,01,26.4,-3.5
NEW YORK,2015,02,20.2,-12.6
NEW YORK,2015,03,35.8,-5.9
NEW YORK,2015,04,54.4,-1.0
NEW YORK,2015,05,74.2,6.4
NEW YORK,2015,06,73.0,-2.2
NEW YORK,2015,07,79.0,-0.6
NEW YORK,2015,08,78.4,0.1
NEW YORK,2015,09,76.4,4.5
NEW YORK,2015,10,57.6,-1.1
NEW YORK,2015,11,52.6,5.7
NEW YORK,2015,12,46.5,11.3
NEW YORK,2016,01,32.0,2.1
NEW YORK,2016,02,36.4,3.6
NEW YORK,2016,03,48.5,6.8
NEW YORK,2016,04,53.2,-2.2
NEW YORK,2016,05,67.5,-0.3
NEW YORK,2016,06,76.3,1.1
NEW YORK,2016,07,81.8,2.2
NEW YORK,2016,08,81.6,3.3
NEW YORK,2016,09,74.9,3.0
NEW YORK,2016,10,60.0,1.3
NEW YORK,2016,11,49.3,2.4
NEW YORK,2016,12,34.8,-0.4
NEW YORK,2017,01,34.9,5.0
NEW YORK,2017,02,39.7,6.9
NEW YORK,2017,03,37.7,-4.0
NEW YORK,2017,04,59.6,4.2
NEW YORK,2017,05,63.8,-4.0
NEW YORK,2017,06,74.6,-0.6
NEW YORK,2017,07,77.8,-1.8
NEW YORK,2017,08,76.6,-1.7
NEW YORK,2017,09,73.6,1.7
NEW YORK,2017,10,65.7,7.0
NEW YORK,2017,11,44.9,-2.0
NEW YORK,2017,12,30.1,-5.1
NEW YORK,2018,01,28.8,-1.1
NEW YORK,2018,02,38.8,6.0
NEW YORK,2018,03,37.8,-3.9
NEW YORK,2018,04,47.3,-8.1
NEW YORK,2018,05,72.3,4.5
NEW YORK,2018,06,74.4,-0.8
NEW YORK,2018,07,82.7,3.1
NEW YORK,2018,08,79.7,1.4
NEW YORK,2018,09,72.7,0.8
NEW YORK,2018,10,55.7,-3.0
NEW YORK,2018,11,39.6,-7.3
NEW YORK,2018,12,35.8,0.6
NEW YORK,2019,01,28.8,-1.1
NORTH CAROLINA,1996,01,48.4,-2.5
NORTH CAROLINA,1996,02,52.7,-2.0
NORTH CAROLINA,1996,03,56.3,-6.1
NORTH CAROLINA,1996,04,69.8,-1.9
NORTH CAROLINA,1996,05,79.4,0.7
NORTH CAROLINA,1996,06,84.9,-0.8
NORTH CAROLINA,1996,07,86.6,-1.0
NORTH CAROLINA,1996,08,83.7,-2.9
NORTH CAROLINA,1996,09,79.0,-2.0
NORTH CAROLINA,1996,10,71.3,-0.6
NORTH CAROLINA,1996,11,56.3,-6.0
NORTH CAROLINA,1996,12,55.0,0.7
NORTH CAROLINA,1997,01,50.8,-0.1
NORTH CAROLINA,1997,02,56.8,2.1
NORTH CAROLINA,1997,03,67.1,4.7
NORTH CAROLINA,1997,04,67.0,-4.7
NORTH CAROLINA,1997,05,75.7,-3.0
NORTH CAROLINA,1997,06,80.5,-5.2
NORTH CAROLINA,1997,07,88.2,0.6
NORTH CAROLINA,1997,08,86.0,-0.6
NORTH CAROLINA,1997,09,80.6,-0.4
NORTH CAROLINA,1997,10,71.2,-0.7
NORTH CAROLINA,1997,11,57.4,-4.9
NORTH CAROLINA,1997,12,51.3,-3.0
NORTH CAROLINA,1998,01,53.7,2.8
NORTH CAROLINA,1998,02,54.9,0.2
NORTH CAROLINA,1998,03,60.0,-2.4
NORTH CAROLINA,1998,04,70.1,-1.6
NORTH CAROLINA,1998,05,79.4,0.7
NORTH CAROLINA,1998,06,86.8,1.1
NORTH CAROLINA,1998,07,88.9,1.3
NORTH CAROLINA,1998,08,87.3,0.7
NORTH CAROLINA,1998,09,85.0,4.0
NORTH CAROLINA,1998,10,74.1,2.2
NORTH CAROLINA,1998,11,63.8,1.5
NORTH CAROLINA,1998,12,57.1,2.8
NORTH CAROLINA,1999,01,56.8,5.9
NORTH CAROLINA,1999,02,56.7,2.0
NORTH CAROLINA,1999,03,59.2,-3.2
NORTH CAROLINA,1999,04,72.5,0.8
NORTH CAROLINA,1999,05,77.4,-1.3
NORTH CAROLINA,1999,06,82.5,-3.2
NORTH CAROLINA,1999,07,88.5,0.9
NORTH CAROLINA,1999,08,88.8,2.2
NORTH CAROLINA,1999,09,79.3,-1.7
NORTH CAROLINA,1999,10,70.1,-1.8
NORTH CAROLINA,1999,11,67.0,4.7
NORTH CAROLINA,1999,12,55.4,1.1
NORTH CAROLINA,2000,01,49.3,-1.6
NORTH CAROLINA,2000,02,58.2,3.5
NORTH CAROLINA,2000,03,66.5,4.1
NORTH CAROLINA,2000,04,68.5,-3.2
NORTH CAROLINA,2000,05,81.8,3.1
NORTH CAROLINA,2000,06,85.8,0.1
NORTH CAROLINA,2000,07,85.0,-2.6
NORTH CAROLINA,2000,08,85.0,-1.6
NORTH CAROLINA,2000,09,78.5,-2.5
NORTH CAROLINA,2000,10,74.0,2.1
NORTH CAROLINA,2000,11,59.1,-3.2
NORTH CAROLINA,2000,12,45.4,-8.9
NORTH CAROLINA,2001,01,50.7,-0.2
NORTH CAROLINA,2001,02,58.0,3.3
NORTH CAROLINA,2001,03,58.3,-4.1
NORTH CAROLINA,2001,04,72.7,1.0
NORTH CAROLINA,2001,05,79.0,0.3
NORTH CAROLINA,2001,06,84.5,-1.2
NORTH CAROLINA,2001,07,84.2,-3.4
NORTH CAROLINA,2001,08,86.9,0.3
NORTH CAROLINA,2001,09,78.4,-2.6
NORTH CAROLINA,2001,10,71.9,0.0
NORTH CAROLINA,2001,11,69.0,6.7
NORTH CAROLINA,2001,12,59.4,5.1
NORTH CAROLINA,2002,01,54.2,3.3
NORTH CAROLINA,2002,02,57.0,2.3
NORTH CAROLINA,2002,03,63.5,1.1
NORTH CAROLINA,2002,04,75.0,3.3
NORTH CAROLINA,2002,05,77.7,-1.0
NORTH CAROLINA,2002,06,87.1,1.4
NORTH CAROLINA,2002,07,89.5,1.9
NORTH CAROLINA,2002,08,88.0,1.4
NORTH CAROLINA,2002,09,81.5,0.5
NORTH CAROLINA,2002,10,70.4,-1.5
NORTH CAROLINA,2002,11,58.9,-3.4
NORTH CAROLINA,2002,12,50.6,-3.7
NORTH CAROLINA,2003,01,46.6,-4.3
NORTH CAROLINA,2003,02,51.2,-3.5
NORTH CAROLINA,2003,03,63.8,1.4
NORTH CAROLINA,2003,04,69.0,-2.7
NORTH CAROLINA,2003,05,75.4,-3.3
NORTH CAROLINA,2003,06,82.6,-3.1
NORTH CAROLINA,2003,07,85.8,-1.8
NORTH CAROLINA,2003,08,86.2,-0.4
NORTH CAROLINA,2003,09,79.6,-1.4
NORTH CAROLINA,2003,10,70.0,-1.9
NORTH CAROLINA,2003,11,68.1,5.8
NORTH CAROLINA,2003,12,51.7,-2.6
NORTH CAROLINA,2004,01,49.0,-1.9
NORTH CAROLINA,2004,02,50.4,-4.3
NORTH CAROLINA,2004,03,64.0,1.6
NORTH CAROLINA,2004,04,71.4,-0.3
NORTH CAROLINA,2004,05,82.3,3.6
NORTH CAROLINA,2004,06,83.7,-2.0
NORTH CAROLINA,2004,07,87.2,-0.4
NORTH CAROLINA,2004,08,83.1,-3.5
NORTH CAROLINA,2004,09,79.2,-1.8
NORTH CAROLINA,2004,10,71.1,-0.8
NORTH CAROLINA,2004,11,63.9,1.6
NORTH CAROLINA,2004,12,53.6,-0.7
NORTH CAROLINA,2005,01,53.5,2.6
NORTH CAROLINA,2005,02,54.3,-0.4
NORTH CAROLINA,2005,03,58.7,-3.7
NORTH CAROLINA,2005,04,70.0,-1.7
NORTH CAROLINA,2005,05,75.2,-3.5
NORTH CAROLINA,2005,06,83.2,-2.5
NORTH CAROLINA,2005,07,88.6,1.0
NORTH CAROLINA,2005,08,87.6,1.0
NORTH CAROLINA,2005,09,84.7,3.7
NORTH CAROLINA,2005,10,72.0,0.1
NORTH CAROLINA,2005,11,65.0,2.7
NORTH CAROLINA,2005,12,50.7,-3.6
NORTH CAROLINA,2006,01,57.7,6.8
NORTH CAROLINA,2006,02,53.4,-1.3
NORTH CAROLINA,2006,03,62.0,-0.4
NORTH CAROLINA,2006,04,75.3,3.6
NORTH CAROLINA,2006,05,76.7,-2.0
NORTH CAROLINA,2006,06,83.9,-1.8
NORTH CAROLINA,2006,07,88.0,0.4
NORTH CAROLINA,2006,08,88.2,1.6
NORTH CAROLINA,2006,09,78.1,-2.9
NORTH CAROLINA,2006,10,69.3,-2.6
NORTH CAROLINA,2006,11,63.1,0.8
NORTH CAROLINA,2006,12,59.7,5.4
NORTH CAROLINA,2007,01,54.8,3.9
NORTH CAROLINA,2007,02,50.4,-4.3
NORTH CAROLINA,2007,03,67.4,5.0
NORTH CAROLINA,2007,04,70.2,-1.5
NORTH CAROLINA,2007,05,78.8,0.1
NORTH CAROLINA,2007,06,85.5,-0.2
NORTH CAROLINA,2007,07,86.6,-1.0
NORTH CAROLINA,2007,08,92.4,5.8
NORTH CAROLINA,2007,09,84.4,3.4
NORTH CAROLINA,2007,10,77.1,5.2
NORTH CAROLINA,2007,11,62.3,0.0
NORTH CAROLINA,2007,12,58.3,4.0
NORTH CAROLINA,2008,01,50.9,0.0
NORTH CAROLINA,2008,02,58.3,3.6
NORTH CAROLINA,2008,03,63.8,1.4
NORTH CAROLINA,2008,04,69.8,-1.9
NORTH CAROLINA,2008,05,77.0,-1.7
NORTH CAROLINA,2008,06,89.4,3.7
NORTH CAROLINA,2008,07,87.6,0.0
NORTH CAROLINA,2008,08,86.0,-0.6
NORTH CAROLINA,2008,09,80.2,-0.8
NORTH CAROLINA,2008,10,69.9,-2.0
NORTH CAROLINA,2008,11,58.9,-3.4
NORTH CAROLINA,2008,12,56.4,2.1
NORTH CAROLINA,2009,01,49.1,-1.8
NORTH CAROLINA,2009,02,55.0,0.3
NORTH CAROLINA,2009,03,60.1,-2.3
NORTH CAROLINA,2009,04,71.5,-0.2
NORTH CAROLINA,2009,05,77.7,-1.0
NORTH CAROLINA,2009,06,85.6,-0.1
NORTH CAROLINA,2009,07,85.7,-1.9
NORTH CAROLINA,2009,08,86.9,0.3
NORTH CAROLINA,2009,09,79.0,-2.0
NORTH CAROLINA,2009,10,69.2,-2.7
NORTH CAROLINA,2009,11,63.0,0.7
NORTH CAROLINA,2009,12,50.4,-3.9
NORTH CAROLINA,2010,01,47.0,-3.9
NORTH CAROLINA,2010,02,46.1,-8.6
NORTH CAROLINA,2010,03,61.1,-1.3
NORTH CAROLINA,2010,04,75.6,3.9
NORTH CAROLINA,2010,05,80.4,1.7
NORTH CAROLINA,2010,06,89.5,3.8
NORTH CAROLINA,2010,07,90.1,2.5
NORTH CAROLINA,2010,08,88.3,1.7
NORTH CAROLINA,2010,09,85.3,4.3
NORTH CAROLINA,2010,10,73.9,2.0
NORTH CAROLINA,2010,11,62.5,0.2
NORTH CAROLINA,2010,12,42.9,-11.4
NORTH CAROLINA,2011,01,46.4,-4.5
NORTH CAROLINA,2011,02,58.0,3.3
NORTH CAROLINA,2011,03,62.3,-0.1
NORTH CAROLINA,2011,04,73.7,2.0
NORTH CAROLINA,2011,05,79.2,0.5
NORTH CAROLINA,2011,06,88.8,3.1
NORTH CAROLINA,2011,07,90.9,3.3
NORTH CAROLINA,2011,08,88.4,1.8
NORTH CAROLINA,2011,09,80.5,-0.5
NORTH CAROLINA,2011,10,70.2,-1.7
NORTH CAROLINA,2011,11,64.8,2.5
NORTH CAROLINA,2011,12,58.3,4.0
NORTH CAROLINA,2012,01,55.2,4.3
NORTH CAROLINA,2012,02,57.4,2.7
NORTH CAROLINA,2012,03,71.0,8.6
NORTH CAROLINA,2012,04,71.4,-0.3
NORTH CAROLINA,2012,05,80.3,1.6
NORTH CAROLINA,2012,06,84.1,-1.6
NORTH CAROLINA,2012,07,90.8,3.2
NORTH CAROLINA,2012,08,84.7,-1.9
NORTH CAROLINA,2012,09,80.4,-0.6
NORTH CAROLINA,2012,10,70.3,-1.6
NORTH CAROLINA,2012,11,58.2,-4.1
NORTH CAROLINA,2012,12,57.8,3.5
NORTH CAROLINA,2013,01,54.2,3.3
NORTH CAROLINA,2013,02,52.2,-2.5
NORTH CAROLINA,2013,03,55.2,-7.2
NORTH CAROLINA,2013,04,70.3,-1.4
NORTH CAROLINA,2013,05,75.8,-2.9
NORTH CAROLINA,2013,06,83.7,-2.0
NORTH CAROLINA,2013,07,85.3,-2.3
NORTH CAROLINA,2013,08,83.2,-3.4
NORTH CAROLINA,2013,09,80.1,-0.9
NORTH CAROLINA,2013,10,70.8,-1.1
NORTH CAROLINA,2013,11,59.6,-2.7
NORTH CAROLINA,2013,12,56.4,2.1
NORTH CAROLINA,2014,01,47.1,-3.8
NORTH CAROLINA,2014,02,53.8,-0.9
NORTH CAROLINA,2014,03,57.5,-4.9
